,O43474,O60216,O75534,P13639,P26358,P28069,P40763,Q00839,Q13363,Q15022,Q15059,Q15233,Q15366,Q15717,Q15910,Q6UXN9,Q8N6T7,Q8TB72,Q96EV2,Q9UBK2,Q9Y2Z0,Q9Y6K1
NCBI:100129060,0.60553234,0.692632824,0.536898112,0.652815986,0.857221826,0.825299183,0.654202657,0.717887773,0.489652703,0.460632172,0.569121926,0.383288796,0.360515155,0.645808581,0.503391355,0.51593635,0.761632642,0.732808188,0.409910129,0.55012063,0.738627939,0.579775068
NCBI:100129195,0.709765349,0.632307481,0.688841192,0.689311822,0.806365309,0.515768614,0.682192677,0.757215243,0.632027836,0.809540248,0.74519756,0.727307775,0.684919183,0.640047006,0.775000334,0.721103716,0.609667441,0.717718999,0.789245685,0.698540892,0.666444896,0.864637535
NCBI:100129196,0.718057974,0.709002911,0.750090535,0.799019127,0.851096627,0.642604434,0.683242864,0.743010459,0.679767562,0.694282496,0.751919045,0.636632694,0.749025145,0.626394736,0.733432785,0.611431673,0.617437402,0.782461205,0.790522776,0.700983347,0.758911224,0.704365518
NCBI:100129387,0.673017144,0.685162396,0.659698203,0.749078222,0.698015553,0.652285984,0.698302724,0.669004539,0.673069032,0.685262394,0.61968991,0.696470826,0.655522172,0.558821899,0.653312713,0.584764871,0.65092272,0.751210162,0.7813225,0.662873664,0.655716855,0.572731514
NCBI:100129550,0.705585656,0.638088094,0.664969991,0.491564425,0.689030461,0.610387113,0.896107195,0.797545459,0.708645221,0.633670574,0.683997052,0.431966143,0.946536177,0.461060699,0.715164066,0.402748599,0.404143968,0.734413054,0.788226153,0.842111769,0.955651618,0.534857661
NCBI:100129617,0.5427019,0.676646046,0.783945416,0.775449868,0.933765002,0.646607333,0.615168426,0.677249569,0.723734826,0.688746221,0.673534131,0.565996905,0.673090306,0.646355288,0.732405173,0.656536682,0.627756573,0.8214173,0.749092234,0.609000802,0.682847616,0.76629242
NCBI:100129716,0.717917595,0.634192543,0.744784049,0.754319357,0.825238798,0.630519625,0.752517463,0.725568881,0.602733301,0.704878108,0.714038865,0.724917692,0.702758233,0.629690259,0.724792693,0.685983555,0.697386735,0.730060105,0.757135841,0.734388778,0.677681498,0.767133849
NCBI:100129722,0.641949789,0.701379882,0.759207387,0.854386016,0.951207941,0.639938513,0.774098042,0.726137214,0.625070503,0.731932918,0.703294696,0.543995515,0.646959183,0.627453072,0.700518341,0.706693889,0.639683597,0.762343595,0.788044728,0.744047085,0.692631141,0.784383256
NCBI:100129726,0.77522031,0.425858404,0.675910584,0.564349672,0.820833911,0.896818162,0.427992452,0.384245391,0.707005942,0.518399989,0.538796216,0.43629397,0.514840807,0.688358464,0.43412399,0.48412468,0.755870859,0.696599179,0.583452271,0.434717946,0.647048442,0.379089274
NCBI:100129781,0.646810915,0.627389433,0.649590504,0.689627953,0.728280348,0.531494453,0.677015952,0.646408964,0.670652631,0.64386374,0.71686226,0.590863654,0.627826041,0.640290065,0.62012495,0.671033274,0.609659799,0.672703893,0.702622167,0.61238518,0.674887009,0.584153668
NCBI:100129794,0.703734281,0.535910775,0.454318716,0.486501037,0.894576799,0.895947876,0.619736488,0.736247789,0.512155225,0.714695085,0.399819516,0.73776164,0.664397446,0.511001974,0.543133743,0.406373731,0.578578545,0.502335635,0.712915026,0.496718772,0.55570702,0.443739412
NCBI:100129858,0.710119551,0.623608267,0.719595338,0.744796937,0.80319651,0.632114337,0.663942862,0.757976883,0.800851573,0.65950096,0.733277706,0.728706994,0.669374399,0.728855466,0.671973567,0.74972763,0.642080974,0.77667007,0.92678015,0.681413507,0.628025259,0.715799714
NCBI:100129917,0.634585941,0.740033138,0.714447392,0.690871996,0.774904273,0.594256595,0.73322967,0.534691759,0.664841195,0.646077274,0.735338288,0.598587323,0.597009554,0.621358855,0.597547782,0.567049174,0.607720943,0.640229552,0.648823437,0.637168532,0.573233928,0.594009715
NCBI:100129931,0.789795193,0.719087588,0.45056716,0.507809126,0.813382076,0.940957086,0.568668439,0.744959648,0.435693548,0.704276081,0.429862349,0.42076136,0.432014815,0.434938322,0.361990329,0.480368181,0.762552794,0.352875078,0.386931501,0.486858573,0.755791709,0.516351703
NCBI:100129961,0.712409015,0.687079421,0.445105235,0.547709245,0.809102634,0.828474045,0.650907637,0.697640338,0.676597054,0.436241985,0.505085667,0.456692268,0.752283557,0.533590413,0.517750694,0.628293187,0.404503865,0.752098736,0.558448557,0.735226286,0.42546722,0.530627085
NCBI:100130197,0.500028004,0.35045715,0.507818636,0.669296972,0.892981066,0.898647436,0.391163622,0.461126593,0.626941909,0.764746798,0.734313042,0.69533516,0.415425071,0.588566,0.721668511,0.423138554,0.465414155,0.486662233,0.725649687,0.555419425,0.733816602,0.635788561
NCBI:100130231,0.656102801,0.65724397,0.687410316,0.660263315,0.764897067,0.600853191,0.689292496,0.676931187,0.658152434,0.607910888,0.595213447,0.568294254,0.615356643,0.686961978,0.663235702,0.64331435,0.569631506,0.663304386,0.771245612,0.574446558,0.679056607,0.607446012
NCBI:100130275,0.716672725,0.561117098,0.527342681,0.711489841,0.812669424,0.922329506,0.60582202,0.510896532,0.352285958,0.638947701,0.605426633,0.756967648,0.587426831,0.730632667,0.625210732,0.458614668,0.602299096,0.735078648,0.594305124,0.536418747,0.610276513,0.624614303
NCBI:100130417,0.428658954,0.415198922,0.733398187,0.648448671,0.833447027,0.851519521,0.375916075,0.769563227,0.508085875,0.521316238,0.591141222,0.692465869,0.777646681,0.62070193,0.547575346,0.536947864,0.492748856,0.567500597,0.603054386,0.370155221,0.663453668,0.372235949
NCBI:100130522,0.625789877,0.492784042,0.438166434,0.61810261,0.882575098,0.840752679,0.725423314,0.425455135,0.433859019,0.742724864,0.409795706,0.681961432,0.645386156,0.544433941,0.601916434,0.618206379,0.429781023,0.490778503,0.760806215,0.390988268,0.707337582,0.704426357
NCBI:100130581,0.507667804,0.528155546,0.575080041,0.53974774,0.823247979,0.866874923,0.605738252,0.511569379,0.685874578,0.398919279,0.485730091,0.499464629,0.53305553,0.44738662,0.736478136,0.720824666,0.604575307,0.511274939,0.493500027,0.647414665,0.633531338,0.363791271
NCBI:100130855,0.676816671,0.67399929,0.73378317,0.745651876,0.839259709,0.662139701,0.802865628,0.658552982,0.684935738,0.70920122,0.777686991,0.716050798,0.640006975,0.57846581,0.705627021,0.601680678,0.724227627,0.81094333,0.892778308,0.714679557,0.680619572,0.851724954
NCBI:100131060,0.49488334,0.601090731,0.661733557,0.54540938,0.917893432,0.927810446,0.753116482,0.670409658,0.460075122,0.581390803,0.521258125,0.451194218,0.745400193,0.361027849,0.658026251,0.709322758,0.36868259,0.750166701,0.492378948,0.684602001,0.75456759,0.552588451
NCBI:100131067,0.716173271,0.678123586,0.552083226,0.775060049,0.860968426,0.753829756,0.704057726,0.712835677,0.66348837,0.613641078,0.612564024,0.696159676,0.679340971,0.590784006,0.709176315,0.626819481,0.588684808,0.720876872,0.80298475,0.665260638,0.648957,0.682651243
NCBI:100131089,0.571008201,0.687646444,0.632981767,0.658768005,0.741307518,0.679207013,0.692117027,0.738551332,0.788011322,0.67483295,0.551245509,0.624772837,0.61299286,0.681775752,0.645512324,0.668989879,0.678650828,0.792531813,0.678053214,0.808617102,0.644304378,0.69030033
NCBI:100131107,0.49638311,0.503467544,0.525446478,0.661432061,0.867757075,0.878617875,0.603653132,0.56642972,0.584428888,0.667166608,0.685829819,0.774220283,0.752300558,0.695702107,0.524082766,0.636637943,0.638327879,0.61311059,0.765720374,0.428202563,0.361417974,0.750594519
NCBI:100131208,0.432158676,0.73579775,0.479608313,0.728747272,0.937636736,0.882739563,0.396467385,0.526921496,0.471321591,0.384139973,0.421047678,0.571839521,0.446715471,0.564766183,0.556342003,0.686373866,0.550215341,0.547894594,0.35453078,0.428930667,0.680392779,0.601577734
NCBI:100131564,0.65892333,0.728042399,0.610355776,0.728899581,0.748098237,0.6332595,0.685957367,0.619049929,0.621297416,0.677905138,0.567609066,0.723366504,0.59725838,0.712332255,0.613238693,0.624311412,0.612032473,0.70793759,0.707743987,0.742234593,0.620489506,0.667553197
NCBI:100131655,0.423363513,0.513728055,0.48727469,0.515357081,0.922356907,0.858605109,0.568147118,0.399833216,0.465587681,0.446530303,0.371683992,0.650169419,0.628931297,0.61744796,0.433172257,0.659475207,0.724790559,0.572117362,0.703710898,0.754150498,0.777850457,0.659997845
NCBI:100131691,0.680765552,0.657692345,0.728801656,0.756349217,0.801198768,0.634597516,0.684120718,0.693335794,0.64043346,0.583772809,0.696904992,0.675797227,0.621207023,0.641088471,0.651764076,0.597905516,0.663432984,0.728427814,0.747878167,0.665920765,0.643637954,0.713843087
NCBI:100132147,0.508205235,0.74129879,0.399983524,0.409552218,0.920596481,0.813105244,0.743147048,0.735955184,0.416214941,0.542761095,0.738143859,0.730720898,0.376500427,0.379382819,0.688216655,0.500857068,0.773792965,0.442184017,0.452286453,0.455525317,0.365801883,0.574366296
NCBI:100132618,0.586216907,0.726120692,0.694118498,0.798433684,0.909894854,0.626203883,0.744548995,0.767659654,0.652269885,0.746193631,0.717604831,0.676359178,0.649843683,0.623768134,0.791641395,0.639698629,0.723697973,0.75493524,0.75513727,0.747971827,0.630924901,0.812766272
NCBI:100132774,0.535561981,0.699241546,0.428391309,0.721239208,0.872680134,0.892463387,0.461510957,0.446143802,0.708159856,0.71112782,0.430072357,0.487705943,0.443704391,0.631334581,0.618863167,0.58421715,0.66963883,0.390742438,0.430879381,0.406982557,0.708402606,0.396222386
NCBI:100132891,0.603762848,0.567596555,0.712290447,0.552181133,0.730871985,0.596446553,0.58660076,0.724958536,0.545891088,0.744847947,0.633974372,0.676134642,0.694449671,0.573874858,0.649034869,0.719024158,0.70111882,0.573994988,0.82109094,0.603729047,0.70348135,0.695593124
NCBI:100133123,0.756424231,0.879103883,0.816210645,0.879802291,0.681342339,0.841384127,0.932251602,0.730744573,0.867290212,0.900850644,0.885972217,0.827573672,0.867654234,0.81764683,0.851019082,0.772275397,0.677827437,0.828701114,0.806900366,0.825137498,0.763066912,0.744399967
NCBI:100133161,0.613285739,0.6364022,0.522970817,0.613769667,0.724258337,0.628113622,0.601706514,0.717913365,0.645237373,0.607908704,0.671003219,0.649215305,0.607945106,0.576841799,0.716184059,0.656696344,0.613651184,0.644469571,0.662193807,0.670714049,0.582884998,0.661285249
NCBI:100133311,0.555769654,0.504505675,0.662658607,0.646169502,0.932264844,0.92846726,0.367809011,0.681300428,0.659510969,0.703046726,0.661292789,0.736801665,0.765149402,0.54692241,0.590758027,0.771349379,0.747647558,0.731089167,0.668626232,0.390965132,0.546483116,0.601967864
NCBI:100133545,0.69177861,0.707493707,0.706981509,0.746321765,0.847945409,0.614415703,0.67780982,0.698447475,0.673718577,0.667035517,0.776622142,0.705201292,0.655206665,0.646478216,0.724756343,0.642877689,0.659690971,0.689330578,0.721367145,0.721388903,0.683832265,0.727072909
NCBI:100133612,0.611688653,0.725697182,0.710665192,0.762537147,0.829609403,0.609759484,0.738983209,0.764722959,0.741071135,0.702554677,0.74484948,0.68860381,0.686553173,0.703037761,0.700412697,0.647269822,0.713306104,0.752572175,0.769036546,0.738946816,0.647237932,0.821310973
NCBI:100133991,0.694709748,0.696219295,0.74567201,0.763800662,0.802547094,0.739581587,0.73130532,0.747774114,0.688565386,0.706705005,0.663880372,0.596250129,0.654573677,0.678934266,0.785812225,0.58953924,0.648035504,0.909262388,0.926139083,0.747033297,0.721146633,0.715831938
NCBI:100134015,0.735514296,0.679220597,0.736670377,0.720818973,0.828339475,0.667600179,0.70455024,0.674762793,0.676671835,0.737724266,0.735621019,0.70308731,0.72437779,0.662225681,0.695898002,0.687858771,0.683694294,0.672084277,0.764869535,0.719721437,0.695815929,0.770541496
NCBI:100188954,0.570784674,0.663850956,0.745080934,0.710124625,0.844007924,0.704405133,0.654469071,0.70906655,0.668544088,0.54604346,0.656897913,0.690064334,0.601754034,0.594617336,0.705447412,0.677102368,0.624022816,0.765209285,0.704403909,0.674410541,0.698220978,0.682215548
NCBI:100190939,0.682113695,0.673627654,0.698023171,0.795984207,0.915384156,0.646714766,0.671676631,0.811972695,0.72229211,0.774397705,0.79518323,0.686753086,0.737651765,0.67967599,0.782387207,0.716565507,0.593004904,0.81465296,0.843344577,0.738397206,0.729109289,0.76235747
NCBI:100216546,0.600540497,0.640464296,0.648849126,0.671470708,0.732821646,0.560914495,0.610542444,0.658132138,0.617935773,0.674540004,0.69735636,0.659277746,0.642681828,0.672598558,0.74715632,0.722409705,0.537440017,0.667337655,0.642023332,0.58486122,0.719342863,0.629456589
NCBI:100272228,0.625366875,0.572782385,0.577979944,0.673436006,0.714808449,0.609119469,0.652005561,0.684450856,0.62951651,0.670294264,0.676221312,0.6054329,0.616668659,0.719955162,0.649993596,0.645751245,0.654734717,0.690520139,0.821253947,0.656191156,0.595957432,0.671396542
NCBI:100286844,0.669337263,0.679599901,0.776273062,0.821722239,0.822280419,0.641206468,0.588285543,0.681657054,0.57717796,0.682201352,0.657331759,0.598837903,0.67078728,0.610337344,0.641364386,0.656925488,0.698116372,0.748848004,0.722671854,0.635631579,0.581780965,0.673101931
NCBI:100287042,0.597512923,0.418488379,0.669239791,0.676302563,0.935016485,0.828426373,0.636818687,0.76609718,0.437571555,0.401015052,0.687694828,0.615000938,0.518346891,0.379916813,0.582321157,0.470491862,0.619105047,0.394113079,0.370669222,0.718918311,0.73597344,0.412331814
NCBI:100287177,0.657411901,0.714240802,0.642494801,0.416958642,0.890039813,0.841582037,0.462094207,0.724955201,0.583242515,0.695196304,0.569289317,0.468252968,0.669502121,0.5075753,0.6776753,0.743749432,0.609900885,0.495650018,0.416076225,0.53472465,0.643225811,0.4532365
NCBI:100287569,0.614445549,0.664618123,0.495495466,0.654669436,0.902663512,0.805187997,0.379809883,0.66662508,0.559053995,0.462080207,0.370220535,0.35533639,0.548783376,0.469760587,0.577059235,0.420624115,0.392178269,0.367319599,0.704735149,0.410776457,0.471823465,0.368646695
NCBI:100287616,0.528935919,0.550721721,0.532638799,0.501001453,0.851297117,0.815031851,0.486606917,0.662318436,0.54182521,0.749472264,0.56393862,0.507000913,0.427208242,0.46432133,0.580446061,0.506248786,0.418451895,0.596887506,0.411079521,0.695973597,0.595885964,0.558434903
NCBI:100287722,0.584502384,0.39566606,0.480733334,0.543961115,0.896809325,0.811642147,0.731724188,0.49505458,0.60540563,0.441572388,0.679168289,0.653344422,0.43288128,0.751972636,0.576329575,0.563889322,0.656214502,0.725814228,0.681587682,0.497534089,0.741660247,0.465182677
NCBI:100287765,0.629716706,0.649987303,0.569509529,0.718209692,0.741767127,0.593497788,0.650781554,0.624745923,0.648030423,0.653172515,0.612852599,0.644984068,0.643135036,0.63472532,0.644724003,0.631412785,0.61303204,0.573159259,0.625194526,0.734302279,0.604836954,0.601698637
NCBI:100288122,0.610344661,0.67741779,0.467107798,0.709659047,0.883610981,0.944930496,0.383278631,0.43039702,0.646395238,0.502700539,0.371922001,0.777391605,0.688069405,0.362013301,0.464365831,0.521241697,0.398062038,0.403838049,0.395496007,0.63704585,0.689252513,0.492318096
NCBI:100288428,0.789290726,0.405455311,0.475814198,0.71717014,0.887551339,0.946749981,0.47388333,0.40768591,0.569197,0.566018134,0.758859326,0.463574662,0.511743619,0.531548635,0.706792241,0.49759885,0.765373736,0.76394925,0.351203793,0.362559982,0.417397404,0.411711727
NCBI:100288798,0.801899173,0.431418252,0.681572557,0.763506936,0.673975637,0.772400249,0.867107025,0.551296386,0.963647196,0.528559371,0.638353002,0.705089077,0.702814355,0.493102197,0.524460652,0.621836378,0.769618231,0.587758351,0.960352599,0.946389423,0.926782381,0.704516551
NCBI:100289019,0.693351749,0.61306994,0.625394618,0.61793162,0.734877162,0.621127191,0.656846826,0.590583223,0.618627062,0.620508977,0.614533871,0.654013238,0.657562279,0.644763045,0.607945858,0.713336015,0.596460853,0.667090713,0.750989224,0.69908172,0.64875891,0.586000908
NCBI:100289098,0.808063339,0.902790241,0.965244734,0.843299555,0.810550009,0.69495475,0.868466172,0.842025441,0.746446019,0.845552963,0.915292923,0.726646331,0.73957737,0.628549853,0.888660829,0.77258398,0.725002337,0.758511504,0.748581569,0.798983028,0.708549246,0.8229808
NCBI:100289178,0.632579474,0.676567776,0.76860292,0.811257483,0.881419725,0.629562418,0.712276518,0.691547565,0.66185224,0.726278631,0.582911044,0.63336868,0.690276332,0.686383723,0.630108164,0.623434584,0.571899183,0.650444632,0.758884175,0.699131239,0.668781281,0.774502172
NCBI:100289211,0.722461358,0.678123608,0.760032101,0.675580708,0.7147272,0.657135074,0.671004971,0.756413575,0.626272752,0.697574497,0.713588902,0.622701708,0.662013581,0.5642583,0.748940198,0.649448969,0.686873999,0.660736435,0.725387808,0.764799803,0.640618018,0.719867327
NCBI:100289509,0.720969087,0.68237289,0.553335302,0.559485434,0.919045994,0.888269664,0.621466406,0.646429319,0.541994047,0.662965151,0.544818891,0.665305729,0.646968059,0.410810247,0.494203644,0.737954185,0.632526184,0.493504949,0.582196555,0.417817849,0.712026852,0.579476349
NCBI:100292680,0.677875771,0.676536474,0.744708012,0.737709795,0.777014895,0.638752883,0.765292996,0.672281458,0.651054843,0.726969495,0.756088934,0.605042709,0.655573621,0.672630353,0.757717376,0.678580128,0.64178318,0.674338901,0.800929193,0.815277875,0.579084353,0.653915175
NCBI:100294145,0.871699028,0.448835096,0.504603175,0.740145702,0.653465475,0.468783686,0.848209227,0.73210818,0.804920218,0.78760057,0.71575369,0.624209161,0.95298296,0.428364471,0.706406274,0.572668235,0.594821577,0.547348255,0.804908104,0.863613661,0.943798621,0.512121372
NCBI:100302692,0.612849981,0.654979162,0.756984285,0.696647803,0.838769207,0.712125497,0.722764156,0.74250464,0.73973047,0.733213343,0.770403718,0.738157968,0.722836092,0.687778761,0.726549232,0.696592721,0.614280688,0.755474541,0.770973664,0.657373902,0.669829793,0.876586551
NCBI:100302740,0.635805375,0.619003624,0.627622118,0.489972172,0.911145405,0.821851516,0.671613638,0.757818705,0.73917324,0.360121442,0.384611056,0.370156401,0.727093561,0.529456132,0.533797283,0.638774871,0.525747279,0.489245103,0.380613308,0.358634185,0.51571753,0.76438857
NCBI:100303491,0.915677965,0.793980967,0.560115959,0.504933443,0.400836365,0.649145101,0.806437595,0.588612571,0.993959249,0.775418999,0.70665356,0.558441652,0.814367103,0.492791681,0.474321621,0.471633535,0.458092032,0.730684007,0.999770343,0.855106919,0.91021739,0.744357263
NCBI:100303728,0.627315815,0.39034301,0.705575442,0.740863821,0.85909902,0.893775099,0.57853492,0.630502311,0.607699414,0.403818568,0.558057708,0.680380483,0.374172914,0.613412182,0.702046333,0.682011669,0.716385627,0.522781497,0.436151845,0.501862711,0.601183252,0.435794293
NCBI:100306951,0.881544762,0.913793894,0.848228262,0.819848571,0.697671822,0.790192436,0.804327013,0.810407241,0.821547095,0.906875389,0.817055513,0.847545609,0.777403488,0.819684861,0.814702031,0.685038971,0.845063991,0.800625411,0.721904763,0.959915827,0.769052889,0.81744799
NCBI:100316868,0.584918231,0.648288959,0.428541451,0.439835921,0.875755216,0.948519742,0.745630108,0.606877803,0.650685115,0.381245347,0.547198159,0.574767714,0.589371462,0.7444456,0.540816188,0.357309718,0.773258046,0.687986395,0.554445551,0.759871858,0.763595558,0.719372957
NCBI:100379345,0.820598545,0.921986945,0.764169031,0.814324771,0.621787103,0.762046398,0.796666236,0.944091451,0.762207706,0.804966455,0.891603227,0.806692629,0.803779826,0.776655503,0.903292221,0.789603387,0.830299877,0.764635454,0.712911116,0.865448431,0.807561412,0.845995144
NCBI:100379571,0.823028766,0.863191652,0.934868964,0.931824344,0.741978565,0.639099944,0.886153364,0.953201458,0.707082362,0.889343569,0.795955708,0.794866673,0.747293953,0.815071605,0.885110789,0.689863501,0.77393327,0.797321007,0.951737334,0.894176992,0.735351369,0.970684779
NCBI:100499177,0.548903042,0.447083521,0.423794821,0.483157832,0.851729456,0.809211111,0.636451963,0.521489154,0.521055719,0.72391625,0.66823933,0.619303005,0.590539194,0.549868939,0.527820462,0.753560441,0.767677787,0.498997729,0.522492908,0.467029207,0.64154348,0.587660246
NCBI:100499183,0.788965818,0.692454576,0.660458365,0.531445862,0.866244269,0.883339778,0.754553055,0.561775456,0.630198722,0.66264665,0.607443856,0.683283475,0.587088767,0.399194025,0.375169766,0.450590035,0.710364049,0.379287351,0.638297288,0.523718837,0.614853547,0.509837773
NCBI:100499227,0.604202223,0.444019665,0.737298496,0.606437077,0.82712868,0.863773278,0.672795606,0.77987696,0.692981196,0.635637603,0.520249053,0.371804315,0.571700282,0.779860565,0.405697007,0.578925558,0.774736713,0.691668135,0.672579778,0.419887423,0.438566459,0.593874213
NCBI:100505538,0.495417154,0.652454629,0.401589105,0.556105974,0.831475345,0.947320611,0.772406908,0.699570398,0.726637721,0.733533241,0.433743325,0.711708827,0.473320412,0.47512236,0.485004173,0.471418547,0.650023606,0.422951555,0.371494449,0.620270579,0.688331799,0.60021111
NCBI:100505624,0.853209305,0.775436518,0.827564582,0.819249885,0.79410109,0.702493563,0.899851305,0.844540736,0.83229487,0.869736449,0.790361495,0.769400911,0.715941343,0.695883152,0.966832662,0.733038734,0.725598016,0.876295961,0.927315563,0.955765971,0.663639476,0.875173775
NCBI:100505641,0.714481184,0.407561798,0.613563027,0.711175266,0.433121514,0.533219356,0.835290954,0.652669338,0.817693601,0.475743707,0.655992015,0.725510976,0.999661667,0.52980071,0.444736795,0.6328296,0.520031309,0.725421431,0.785177006,0.842010065,0.879474678,0.718898498
NCBI:100505648,0.740075326,0.790613754,0.765381406,0.662285595,0.854691175,0.609678921,0.75696278,0.816597268,0.768482934,0.892006069,0.828689242,0.70981939,0.588913984,0.646266721,0.812678079,0.799240236,0.638847109,0.843721547,0.905581193,0.813857358,0.66610646,0.860412047
NCBI:100505678,0.593443701,0.653777377,0.603775326,0.704148169,0.656525135,0.627536212,0.550906225,0.566462162,0.607227198,0.710645082,0.674380679,0.630952348,0.605074812,0.559356078,0.655178633,0.629760828,0.593235068,0.656178271,0.688802153,0.691067253,0.628585922,0.653930368
NCBI:100505681,0.801045388,0.858264278,0.832847459,0.855033676,0.745839138,0.715563778,0.877074223,0.813486028,0.879906302,0.788695785,0.922441091,0.804222794,0.734704016,0.647345236,0.792729565,0.740777809,0.854068395,0.80562904,0.760922648,0.87336051,0.780536894,0.881606791
NCBI:100505696,0.568357761,0.682171602,0.646787463,0.606897612,0.637894185,0.560074886,0.664626071,0.620503825,0.64026067,0.703649844,0.667925605,0.559919946,0.609834228,0.579170588,0.619040789,0.58231595,0.60892208,0.6575515,0.643108903,0.703295847,0.683439199,0.671714955
NCBI:100505746,0.60730476,0.615928799,0.62188222,0.528017831,0.832786488,0.814849028,0.626097419,0.486506467,0.622563934,0.524896149,0.543527199,0.568863381,0.472898945,0.75913476,0.363916036,0.383635926,0.469162737,0.48877386,0.381928188,0.672401773,0.746281585,0.659054897
