,O43474,O60216,O75534,P13639,P26358,P28069,P40763,Q00839,Q13363,Q15022,Q15059,Q15233,Q15366,Q15717,Q15910,Q6UXN9,Q8N6T7,Q8TB72,Q96EV2,Q9UBK2,Q9Y2Z0,Q9Y6K1
NCBI:100128385,0.784442437,0.377561403,0.502983947,0.327271668,0.904727473,0.904811737,0.6045154,0.585641191,0.699732868,0.370921668,0.580177534,0.521703905,0.629858465,0.669821417,0.712059606,0.379279405,0.640107191,0.399789067,0.347777583,0.358008615,0.526415279,0.54818771
NCBI:100128537,0.640670284,0.663527768,0.712834126,0.666526857,0.75556303,0.684373439,0.768284238,0.635736656,0.652920897,0.823052957,0.907634093,0.926149351,0.583797174,0.704345659,0.800264998,0.659843663,0.969574497,0.709388272,0.779460483,0.64889845,0.704910806,0.759949891
NCBI:100128560,0.70147711,0.597759323,0.774273411,0.656078456,0.694023191,0.589771974,0.645876728,0.608185521,0.516094157,0.863153459,0.787316381,0.837238453,0.581218565,0.525790536,0.887931642,0.67961466,0.80350305,0.670910594,0.801359943,0.692251762,0.639634384,0.661358705
NCBI:100128782,0.718300394,0.446717379,0.617743034,0.554154765,0.920322456,0.922265484,0.601186981,0.608724723,0.734551681,0.501363744,0.662115656,0.715282605,0.680505448,0.430452392,0.58724177,0.525121596,0.740513489,0.440105235,0.463948716,0.597032503,0.360051899,0.721196295
NCBI:100129060,0.546929471,0.543311338,0.497179964,0.553938389,0.838044879,0.835138778,0.446470536,0.414951869,0.700110329,0.631043771,0.757784454,0.607510506,0.63823234,0.664226021,0.396317652,0.433428637,0.642401653,0.561149938,0.442452643,0.513871299,0.592260214,0.679189786
NCBI:100129195,0.696665349,0.619207481,0.675741192,0.665311822,0.782365309,0.491768614,0.640692677,0.715715243,0.590527836,0.746538341,0.776311809,0.916903071,0.657999183,0.613127006,0.81806779,0.711683716,0.956722149,0.708298999,0.779825685,0.689120892,0.657024896,0.855217535
NCBI:100129196,0.704957974,0.695902911,0.736990535,0.775019127,0.827096627,0.618604434,0.641742864,0.701510459,0.638267562,0.833302127,0.911556598,0.913098753,0.722105145,0.599474736,0.775882459,0.602011673,0.965424264,0.773041205,0.781102776,0.691563347,0.749491224,0.694945518
NCBI:100129387,0.659917144,0.672062396,0.646598203,0.725078222,0.674015553,0.628285984,0.656802724,0.627504539,0.631569032,0.688504389,0.87065172,0.935676069,0.628602172,0.531901899,0.972002307,0.575344871,0.891576206,0.741790162,0.7719025,0.653453664,0.646296855,0.563311514
NCBI:100129550,0.820334759,0.468962451,0.606276072,0.605439468,0.431377365,0.584775981,0.785900244,0.55953122,0.681845964,0.564297208,0.780565416,0.41274531,0.930072205,0.436653829,0.510616749,0.692118447,0.63327244,0.472855009,0.905713232,0.911708735,0.874466936,0.645366156
NCBI:100129617,0.5296019,0.695878432,0.895757622,0.751449868,0.909765002,0.622607333,0.573668426,0.635749569,0.682234826,0.671246221,0.656034131,0.539076905,0.646170306,0.619435288,0.705485173,0.647116682,0.925533654,0.8119973,0.739672234,0.599580802,0.673427616,0.804262626
NCBI:100129716,0.704817595,0.621092543,0.731684049,0.730319357,0.801238798,0.606519625,0.711017463,0.684068881,0.561233301,0.734068324,0.782192484,0.847471885,0.675838233,0.602770259,0.93822383,0.676563555,0.853170934,0.720640105,0.747715841,0.724968778,0.668261498,0.757713849
NCBI:100129722,0.628849789,0.688279882,0.746107387,0.830386016,0.927207941,0.615938513,0.732598042,0.684637214,0.583570503,0.829813276,0.857128519,0.842054169,0.620039183,0.600533072,0.862117166,0.697273889,0.976439233,0.752923595,0.778624728,0.734627085,0.683211141,0.774963256
NCBI:100129726,0.393405087,0.685624737,0.499207928,0.442330225,0.789911124,0.834196713,0.315356675,0.622986106,0.596835196,0.540983197,0.354730244,0.708002841,0.664799686,0.347906202,0.584297315,0.57472855,0.515643274,0.46156397,0.724316531,0.520264654,0.39621231,0.497258745
NCBI:100129781,0.633710915,0.614289433,0.636490504,0.665627953,0.704280348,0.507494453,0.635515952,0.604908964,0.629152631,0.778326649,0.94632195,0.959680865,0.600906041,0.613370065,0.895072812,0.661613274,0.849723234,0.663283893,0.693202167,0.60296518,0.665467009,0.574733668
NCBI:100129794,0.599178411,0.480120108,0.516665026,0.636388718,0.834887998,0.899713375,0.459344467,0.65200643,0.45984922,0.747831903,0.335724215,0.609520979,0.691044093,0.457253044,0.371741609,0.46779755,0.492056206,0.617797317,0.731011831,0.349078094,0.379198221,0.400177193
NCBI:100129858,0.697019551,0.610508267,0.706495338,0.720796937,0.77919651,0.608114337,0.622442862,0.716476883,0.759351573,0.834458144,0.933254378,0.781551632,0.642454399,0.701935466,0.778407803,0.74030763,0.816108417,0.76725007,0.91736015,0.671993507,0.618605259,0.706379714
NCBI:100129917,0.621485941,0.726933138,0.701347392,0.666871996,0.750904273,0.570256595,0.69172967,0.493191759,0.623341195,0.708614653,0.820706307,0.968656911,0.570089554,0.594438855,0.833156461,0.557629174,0.838742653,0.630809552,0.639403437,0.627748532,0.563813928,0.584589715
NCBI:100129931,0.666790614,0.565678678,0.673239964,0.515091933,0.837786714,0.912219698,0.660686864,0.585478083,0.506440301,0.352504835,0.581781605,0.444587951,0.471621911,0.44731157,0.547045458,0.476111527,0.405617659,0.566520989,0.738618054,0.427035176,0.627684687,0.720581235
NCBI:100129961,0.516162339,0.591277852,0.420582789,0.347082324,0.898599554,0.847469663,0.622289854,0.580066353,0.401583339,0.569749259,0.529263985,0.649730712,0.462931063,0.407542875,0.6563527,0.584603755,0.469214455,0.448597952,0.620747794,0.687963228,0.746297381,0.554145124
NCBI:100130197,0.770670585,0.394014169,0.419769491,0.409033098,0.780420124,0.806264363,0.602752605,0.436633188,0.434198744,0.459796568,0.523680421,0.430070542,0.668661059,0.553364018,0.351487509,0.439740498,0.719186802,0.582994212,0.685494835,0.493752224,0.526506048,0.480474536
NCBI:100130231,0.643002801,0.64414397,0.674310316,0.636263315,0.740897067,0.576853191,0.647792496,0.635431187,0.616652434,0.746543832,0.843565029,0.863721336,0.588436643,0.660041978,0.796543604,0.63389435,0.86211317,0.653884386,0.761825612,0.565026558,0.669636607,0.598026012
NCBI:100130275,0.663867079,0.603758054,0.617508659,0.400018684,0.916086865,0.804054272,0.543546319,0.482143731,0.656564993,0.33951968,0.711973834,0.546810696,0.494674612,0.394922226,0.740975961,0.673449748,0.732197422,0.576611716,0.371235045,0.46451539,0.418996924,0.493805402
NCBI:100130417,0.76230075,0.352929107,0.473856119,0.469957451,0.894134899,0.885392562,0.639486861,0.554272696,0.412151692,0.724877454,0.459613584,0.556364891,0.33724309,0.704264541,0.716027169,0.357919755,0.636032124,0.360713479,0.443985627,0.513057768,0.621999686,0.487908298
NCBI:100130522,0.768785589,0.661460763,0.414075921,0.373091239,0.797181841,0.820299248,0.633173605,0.317439868,0.527537599,0.571099104,0.515203229,0.530453162,0.595249814,0.539022426,0.716628611,0.769162264,0.514980795,0.754561391,0.527367503,0.56489307,0.354111023,0.436615109
NCBI:100130581,0.492502278,0.56610063,0.338051655,0.537325035,0.90681624,0.852381852,0.312777951,0.651681536,0.329683856,0.535599525,0.458178254,0.555340571,0.702591286,0.389687556,0.624169215,0.740652486,0.492711399,0.694484665,0.559903177,0.482578072,0.398960959,0.415170046
NCBI:100130855,0.663716671,0.66089929,0.72068317,0.721651876,0.815259709,0.638139701,0.761365628,0.617052982,0.643435738,0.953806053,0.887093553,0.952543178,0.613086975,0.55154581,0.778733061,0.592260678,0.881552573,0.80152333,0.883358308,0.705259557,0.671199572,0.842304954
NCBI:100131060,0.660643396,0.411509467,0.33750018,0.701885395,0.868576219,0.83865176,0.551519297,0.618709138,0.558373864,0.388966886,0.657814874,0.531688754,0.62544445,0.528224017,0.432512172,0.607729832,0.463045895,0.682314223,0.497239115,0.537872377,0.451050526,0.733245885
NCBI:100131067,0.703073271,0.665023586,0.538983226,0.751060049,0.836968426,0.729829756,0.662557726,0.671335677,0.62198837,0.853369051,0.791903712,0.862063853,0.652420971,0.563864006,0.832060281,0.617399481,0.84171997,0.711456872,0.79356475,0.655840638,0.639537,0.673231243
NCBI:100131089,0.557908201,0.674546444,0.619881767,0.634768005,0.717307518,0.655207013,0.650617027,0.697051332,0.746511322,0.767337504,0.735545633,0.847583837,0.58607286,0.654855752,0.796593504,0.659569879,0.853941915,0.783111813,0.668633214,0.799197102,0.634884378,0.68088033
NCBI:100131107,0.707529602,0.647004373,0.725521286,0.573196612,0.816706702,0.825838942,0.732503211,0.721908165,0.708513779,0.597809105,0.419230604,0.613955204,0.482151466,0.716827726,0.633010976,0.371600869,0.550337299,0.55728925,0.511625997,0.758252871,0.610227169,0.535885377
NCBI:100131208,0.78317914,0.370179653,0.721459237,0.699547737,0.911182738,0.817110897,0.512345687,0.538496788,0.414133181,0.65137138,0.644284054,0.383666388,0.718884257,0.61744489,0.689418995,0.683750059,0.734206858,0.759964898,0.500818307,0.764634426,0.561675173,0.759149355
NCBI:100131564,0.64582333,0.714942399,0.597255776,0.704899581,0.724098237,0.6092595,0.644457367,0.577549929,0.579797416,0.660405138,0.550109066,0.696446504,0.57033838,0.685412255,0.586318693,0.614891412,0.602612473,0.69851759,0.698323987,0.732814593,0.611069506,0.658133197
NCBI:100131655,0.526548521,0.721537238,0.579562309,0.668230139,0.815621203,0.802483682,0.65603862,0.404535857,0.311515486,0.475824054,0.450821887,0.561823399,0.492365326,0.356507334,0.719884139,0.386053171,0.575535218,0.402896183,0.469236899,0.425556179,0.694346546,0.681195957
NCBI:100131691,0.667665552,0.644592345,0.715701656,0.732349217,0.777198768,0.610597516,0.642620718,0.651835794,0.59893346,0.97914922,0.850792803,0.920389405,0.594287023,0.614168471,0.83558793,0.588485516,0.833109012,0.719007814,0.738458167,0.656500765,0.634217954,0.704423087
NCBI:100132147,0.437583284,0.624134253,0.425788157,0.407070599,0.861752301,0.92522253,0.724557334,0.635546181,0.529706704,0.425320714,0.61181968,0.496640144,0.605852886,0.706969549,0.74277627,0.6206841,0.494063313,0.714164092,0.752162662,0.454507579,0.436260842,0.356971473
NCBI:100132618,0.573116907,0.713020692,0.681018498,0.774433684,0.885894854,0.602203883,0.703048995,0.726159654,0.610769885,0.884615273,0.842437972,0.751924577,0.622923683,0.596848134,0.797607357,0.630278629,0.787728831,0.74551524,0.74571727,0.738551827,0.621504901,0.803346272
NCBI:100132774,0.488241547,0.470490964,0.732924938,0.533913988,0.782890774,0.921914892,0.323769152,0.329410667,0.731551506,0.655706782,0.57954786,0.325192812,0.605137265,0.417092045,0.38558927,0.496767725,0.582046596,0.724844043,0.768501521,0.712257803,0.470232664,0.368805101
NCBI:100132891,0.590662848,0.554496555,0.699190447,0.528181133,0.706871985,0.572446553,0.54510076,0.683458536,0.504391088,0.821215655,0.865098641,0.751235409,0.667529671,0.546954858,0.963873162,0.709604158,0.836551763,0.564574988,0.81167094,0.594309047,0.69406135,0.686173124
NCBI:100133123,0.743324231,0.866003883,0.803110645,0.855802291,0.657342339,0.817384127,0.890751602,0.689244573,0.825790212,0.744700487,0.770410199,0.74841563,0.840734234,0.79072683,0.909361028,0.762855397,0.876135705,0.819281114,0.797480366,0.815717498,0.753646912,0.734979967
NCBI:100133161,0.600185739,0.6233022,0.509870817,0.589769667,0.700258337,0.604113622,0.560206514,0.676413365,0.603737373,0.695309099,0.960070246,0.778357261,0.581025106,0.549921799,0.970758234,0.647276344,0.840469096,0.635049571,0.652773807,0.661294049,0.573464998,0.651865249
NCBI:100133311,0.77179178,0.455394668,0.465823398,0.483533641,0.863757099,0.80112307,0.672970029,0.41021875,0.355263601,0.679563522,0.573382121,0.610235865,0.530599733,0.666312005,0.612246166,0.344063466,0.400259308,0.653160998,0.723655768,0.430637785,0.439204675,0.752486326
NCBI:100133545,0.67867861,0.694393707,0.693881509,0.722321765,0.823945409,0.590415703,0.63630982,0.656947475,0.632218577,0.88496835,0.938307924,0.882180277,0.628286665,0.619558216,0.941437628,0.633457689,0.782566461,0.679910578,0.711947145,0.711968903,0.674412265,0.717652909
NCBI:100133612,0.598588653,0.712597182,0.697565192,0.738537147,0.805609403,0.585759484,0.697483209,0.723222959,0.699571135,0.88798727,0.974059549,0.954626241,0.659633173,0.676117761,0.828287003,0.637849822,0.824376906,0.743152175,0.759616546,0.729526816,0.637817932,0.811890973
NCBI:100133991,0.681609748,0.683119295,0.73257201,0.739800662,0.778547094,0.715581587,0.68980532,0.706274114,0.647065386,0.851064716,0.814703844,0.788739602,0.627653677,0.652014266,0.972779982,0.58011924,0.894313273,0.899842388,0.916719083,0.737613297,0.711726633,0.706411938
NCBI:100134015,0.722414296,0.666120597,0.723570377,0.696818973,0.804339475,0.643600179,0.66305024,0.633262793,0.635171835,0.961383339,0.774654422,0.862797474,0.69745779,0.635305681,0.889587517,0.678438771,0.781330218,0.662664277,0.755449535,0.710301437,0.686395929,0.761121496
NCBI:100188954,0.557684674,0.650750956,0.731980934,0.686124625,0.820007924,0.680405133,0.612969071,0.66756655,0.627044088,0.841028867,0.782909611,0.768283459,0.574834034,0.567697336,0.781835063,0.667682368,0.858855594,0.755789285,0.694983909,0.664990541,0.688800978,0.672795548
NCBI:100190939,0.669013695,0.660527654,0.684923171,0.771984207,0.891384156,0.622714766,0.630176631,0.770472695,0.68079211,0.824556371,0.791365419,0.768068394,0.710731765,0.65275599,0.758531117,0.707145507,0.849298227,0.80523296,0.833924577,0.728977206,0.719689289,0.75293747
NCBI:100216546,0.587440497,0.627364296,0.635749126,0.647470708,0.708821646,0.536914495,0.569042444,0.616632138,0.576435773,0.872855895,0.770252619,0.830535211,0.615761828,0.645678558,0.763321047,0.712989705,0.905967486,0.657917655,0.632603332,0.57544122,0.709922863,0.620036589
NCBI:100272228,0.612266875,0.559682385,0.564879944,0.649436006,0.690808449,0.585119469,0.610505561,0.642950856,0.58801651,0.948287377,0.884880879,0.733829075,0.589748659,0.693035162,0.928511145,0.636331245,0.772025183,0.681100139,0.811833947,0.646771156,0.586537432,0.661976542
NCBI:100286844,0.656237263,0.666499901,0.763173062,0.797722239,0.798280419,0.617206468,0.546785543,0.640157054,0.53567796,0.833600688,0.974870601,0.908984276,0.64386728,0.583417344,0.864483679,0.647505488,0.941505503,0.739428004,0.713251854,0.626211579,0.572360965,0.663681931
NCBI:100287042,0.66730487,0.435299319,0.425285092,0.426517671,0.803954775,0.82137099,0.488099303,0.315576248,0.418407534,0.487963216,0.761512198,0.542713586,0.659705896,0.57182052,0.323928359,0.364801491,0.613371267,0.701942773,0.624615145,0.346531333,0.586600419,0.392637931
NCBI:100287177,0.646050967,0.701443779,0.522448307,0.618513867,0.877502116,0.914454068,0.660244522,0.360410555,0.530241163,0.430741587,0.676784363,0.698539112,0.369611252,0.486503655,0.440689437,0.372421035,0.762346872,0.734838225,0.533663677,0.398023783,0.485125066,0.386850162
NCBI:100287569,0.771195771,0.417348841,0.460227744,0.674303093,0.908679268,0.816217736,0.501409657,0.368450206,0.380120479,0.717700434,0.541077008,0.440410094,0.657627734,0.702262367,0.46528289,0.761749591,0.647797701,0.44607159,0.422325174,0.568542063,0.484035224,0.642637984
NCBI:100287616,0.709998694,0.615324459,0.470741642,0.505865151,0.779306405,0.790687694,0.440763622,0.700574678,0.516166141,0.416684476,0.585648369,0.607499557,0.644223835,0.38025144,0.560877939,0.509035744,0.687896283,0.435621814,0.589311808,0.525961948,0.703944557,0.377968034
NCBI:100287722,0.521671745,0.734220645,0.56762768,0.404203168,0.870576793,0.852264042,0.440982686,0.624448758,0.607528441,0.487948201,0.495294801,0.702400288,0.626357878,0.509209409,0.603622001,0.390993532,0.616183594,0.712810083,0.493720019,0.452249174,0.457484462,0.404672393
NCBI:100287765,0.616616706,0.636887303,0.556409529,0.694209692,0.717767127,0.569497788,0.609281554,0.583245923,0.606530423,0.720782518,0.743964074,0.749413444,0.616215036,0.60780532,0.878532415,0.621992785,0.905891854,0.563739259,0.615774526,0.724882279,0.595416954,0.592278637
NCBI:100288122,0.417538163,0.610703207,0.689981956,0.355705762,0.913483759,0.807692465,0.45949047,0.314716282,0.405300658,0.661427456,0.674535982,0.652906092,0.440447915,0.334619155,0.690018285,0.594204158,0.769977803,0.406432099,0.606429571,0.344621607,0.754317979,0.382597865
NCBI:100288428,0.739438792,0.625560975,0.392431459,0.432135614,0.913736828,0.834136831,0.663866189,0.415686678,0.399071335,0.479457978,0.603210554,0.328306231,0.602632082,0.548587075,0.538371211,0.672334413,0.519401183,0.694528437,0.411930576,0.607224953,0.463427876,0.375954121
NCBI:100288798,0.827680629,0.414674179,0.648029865,0.71590211,0.560026991,0.614086891,0.939578099,0.648058901,0.866426887,0.512783555,0.41967508,0.665617351,0.954494409,0.672832352,0.635333915,0.784298541,0.541648302,0.768287024,0.837074087,0.785460676,0.793995834,0.610154519
NCBI:100289019,0.680251749,0.59996994,0.612294618,0.59393162,0.710877162,0.597127191,0.615346826,0.549083223,0.577127062,0.699285674,0.771743663,0.87809677,0.630642279,0.617843045,0.963717805,0.703916015,0.832090903,0.657670713,0.741569224,0.68966172,0.63933891,0.576580908
NCBI:100289098,0.794963339,0.889690241,0.952144734,0.819299555,0.786550009,0.67095475,0.826966172,0.800525441,0.704946019,0.796414789,0.976298053,0.839788695,0.71265737,0.601629853,0.842896897,0.76316398,0.876712464,0.749091504,0.739161569,0.789563028,0.699129246,0.8135608
NCBI:100289178,0.619479474,0.663467776,0.75550292,0.787257483,0.857419725,0.605562418,0.670776518,0.650047565,0.62035224,0.892674904,0.951183288,0.93041836,0.663356332,0.659463723,0.814565829,0.614014584,0.824381308,0.641024632,0.749464175,0.689711239,0.659361281,0.765082172
NCBI:100289211,0.709361358,0.665023608,0.746932101,0.651580708,0.6907272,0.633135074,0.629504971,0.714913575,0.584772752,0.680074497,0.696088902,0.595781708,0.635093581,0.5373383,0.722020198,0.640028969,0.677453999,0.651316435,0.715967808,0.755379803,0.631198018,0.710447327
NCBI:100289509,0.621359626,0.404322766,0.391265272,0.465676019,0.80690026,0.85000869,0.335260647,0.374589649,0.572496756,0.463783264,0.397899999,0.599588828,0.461970126,0.524780946,0.526343427,0.433244098,0.525359966,0.506426583,0.421880309,0.469999436,0.433353997,0.566529181
NCBI:100292680,0.664775771,0.663436474,0.731608012,0.713709795,0.753014895,0.614752883,0.723792996,0.630781458,0.609554843,0.757181227,0.811659658,0.830209575,0.628653621,0.645710353,0.841537953,0.669160128,0.883600186,0.664918901,0.791509193,0.805857875,0.569664353,0.644495175
NCBI:100294145,0.938382114,0.463864137,0.696917898,0.727677389,0.746260731,0.612578223,0.932149195,0.537739028,0.954949045,0.726985589,0.505753387,0.620764693,0.717682927,0.647564277,0.571020684,0.742696455,0.636196825,0.693891594,0.86445334,0.783267322,0.94732703,0.538712417
NCBI:100302692,0.599749981,0.641879162,0.743884285,0.672647803,0.814769207,0.688125497,0.681264156,0.70100464,0.69823047,0.728822838,0.879832387,0.779643063,0.695916092,0.660858761,0.80120618,0.687172721,0.874124627,0.746054541,0.761553664,0.647953902,0.660409793,0.867166551
NCBI:100302740,0.537594921,0.395218327,0.588806282,0.590011038,0.838241787,0.857029203,0.48103054,0.410640457,0.329236432,0.345547063,0.755711288,0.623549824,0.469992778,0.560841459,0.623616574,0.496853681,0.437683057,0.726482706,0.44429119,0.406641292,0.648172282,0.438478068
NCBI:100303491,0.816368222,0.425766303,0.607979213,0.621865757,0.697740075,0.58814612,0.891409417,0.577997304,0.803092367,0.51670523,0.451918639,0.672538563,0.895083677,0.748784265,0.706869249,0.412157319,0.630762442,0.538251933,0.707882386,0.888970176,0.786605722,0.626650383
NCBI:100303728,0.410010669,0.661681898,0.734072027,0.400841601,0.799718016,0.904437064,0.728597075,0.450187551,0.600432682,0.362425521,0.568456345,0.72668926,0.669238626,0.367157747,0.758076589,0.749202264,0.625668385,0.56574726,0.553728762,0.63105107,0.491362767,0.71509231
NCBI:100306951,0.868444762,0.609403883,0.862208837,0.795848571,0.673671822,0.766192436,0.762827013,0.768907241,0.780047095,0.889375389,0.799555513,0.830045609,0.759903488,0.802184861,0.797202031,0.685038971,0.903417725,0.800625411,0.721904763,0.959915827,0.769052889,0.997939439
NCBI:100316868,0.780102574,0.417116569,0.348052435,0.700301581,0.788606308,0.815898797,0.333243345,0.532789654,0.567041344,0.671684301,0.416808102,0.486817349,0.425449771,0.741347151,0.547310744,0.678395122,0.626484182,0.776328607,0.380352744,0.665633179,0.627575758,0.37594918
NCBI:100379345,0.807498545,0.908886945,0.751069031,0.790324771,0.597787103,0.738046398,0.755166236,0.902591451,0.720707706,0.937707758,0.739192691,0.946444671,0.786279826,0.759155503,0.84469062,0.789603387,0.899356451,0.764635454,0.712911116,0.865448431,0.807561412,0.845995144
NCBI:100379571,0.809928766,0.496852142,0.817593546,0.907824344,0.717978565,0.615099944,0.844653364,0.911701458,0.665582362,0.871843569,0.778455708,0.777366673,0.729793953,0.797571605,0.867610789,0.689863501,0.877141743,0.797321007,0.951737334,0.894176992,0.735351369,0.906922544
NCBI:100499177,0.739544344,0.735992353,0.705525307,0.538398843,0.815240189,0.845852476,0.328314104,0.409664134,0.585229167,0.55321363,0.476769442,0.467801713,0.37862313,0.369485702,0.596154653,0.364850949,0.741897957,0.516924619,0.36096869,0.720228803,0.426952147,0.427492291
NCBI:100499183,0.534679973,0.487675093,0.616891225,0.465832565,0.909657434,0.898269466,0.324344959,0.361399458,0.729687001,0.426429129,0.430511969,0.345404621,0.544344228,0.58884161,0.388849402,0.699107683,0.398589089,0.757406743,0.616208229,0.699001945,0.590065771,0.367291804
NCBI:100499227,0.533123305,0.37697763,0.723127672,0.340371162,0.800518642,0.849255301,0.360730667,0.610802046,0.44108418,0.568614162,0.446579608,0.385353416,0.572330888,0.61246778,0.373687315,0.567002698,0.487234161,0.673294517,0.48908375,0.667434557,0.446031795,0.440638274
NCBI:100505538,0.783197386,0.404290765,0.714923224,0.385164958,0.91082429,0.84105324,0.326384866,0.591336664,0.520055953,0.481247394,0.385023167,0.650031478,0.496191872,0.383174638,0.717737965,0.694221259,0.380568119,0.460245079,0.663580999,0.771260922,0.389341567,0.772963624
NCBI:100505624,0.840109305,0.762336518,0.814464582,0.795249885,0.77010109,0.678493563,0.858351305,0.803040736,0.79079487,0.890440182,0.828691142,0.691766616,0.698441343,0.678383152,0.981875787,0.733038734,0.975428327,0.876295961,0.927315563,0.955765971,0.663639476,0.875173775
NCBI:100505641,0.843562214,0.726447946,0.623846308,0.48492013,0.432282153,0.50447264,0.870593201,0.368093832,0.826145283,0.615143284,0.697477527,0.78229487,0.882534195,0.411122485,0.620195612,0.600262345,0.740183405,0.690099165,0.838184399,0.857868633,0.920538235,0.728804293
NCBI:100505648,0.726975326,0.777513754,0.752281406,0.638285595,0.830691175,0.585678921,0.71546278,0.775097268,0.726982934,0.885200353,0.850595404,0.835935884,0.571413984,0.628766721,0.964241137,0.799240236,0.853133221,0.843721547,0.905581193,0.813857358,0.66610646,0.860412047
NCBI:100505678,0.580343701,0.640677377,0.590675326,0.680148169,0.632525135,0.603536212,0.509406225,0.524962162,0.565727198,0.90424258,0.919155412,0.912346384,0.587574812,0.541856078,0.97593395,0.629760828,0.914533825,0.656178271,0.688802153,0.691067253,0.628585922,0.653930368
NCBI:100505681,0.787945388,0.845164278,0.819747459,0.831033676,0.721839138,0.691563778,0.835574223,0.771986028,0.838406302,0.868077694,0.789280149,0.754742341,0.717204016,0.629845236,0.863679697,0.740777809,0.789725837,0.80562904,0.760922648,0.87336051,0.780536894,0.881606791
NCBI:100505696,0.555257761,0.669071602,0.633687463,0.582897612,0.613894185,0.536074886,0.623126071,0.579003825,0.59876067,0.864020914,0.88919324,0.783710171,0.592334228,0.561670588,0.789914872,0.58231595,0.845408851,0.6575515,0.643108903,0.703295847,0.683439199,0.671714955
NCBI:100505746,0.508807987,0.457004188,0.503339171,0.47016041,0.893873558,0.786869132,0.329683896,0.339432636,0.341477776,0.613389116,0.597606454,0.741497696,0.516401872,0.670945589,0.379814184,0.60180219,0.658249285,0.772974659,0.706789968,0.501809406,0.50154508,0.542411368
