,O43474,O60216,O75534,P13639,P26358,P28069,P40763,Q00839,Q13363,Q15022,Q15059,Q15233,Q15366,Q15717,Q15910,Q6UXN9,Q8N6T7,Q8TB72,Q96EV2,Q9UBK2,Q9Y2Z0,Q9Y6K1
NCBI:100128285,0.618909741,0.389147573,0.628198244,0.599072485,0.872335915,0.857751806,0.590332192,0.533894267,0.524616983,0.584592032,0.736840102,0.386497792,0.748718477,0.596704944,0.717378535,0.617095273,0.634414112,0.565252642,0.515957716,0.575087057,0.754512917,0.555549349
NCBI:100128385,0.797542437,0.390661403,0.516083947,0.351271668,0.928727473,0.928811737,0.6460154,0.627141191,0.741232868,0.388421668,0.597677534,0.548623905,0.656778465,0.696741417,0.738979606,0.388699405,0.649527191,0.409209067,0.357197583,0.367428615,0.535835279,0.55760771
NCBI:100128537,0.653770284,0.676627768,0.725934126,0.690526857,0.77956303,0.708373439,0.809784238,0.677236656,0.694420897,0.840552957,0.925134093,0.953069351,0.610717174,0.731265659,0.827184998,0.669263663,0.978994497,0.718808272,0.788880483,0.65831845,0.714330806,0.769369891
NCBI:100128560,0.71457711,0.610859323,0.787373411,0.680078456,0.718023191,0.613771974,0.687376728,0.649685521,0.557594157,0.880653459,0.804816381,0.864158453,0.608138565,0.552710536,0.914851642,0.68903466,0.81292305,0.680330594,0.810779943,0.701671762,0.649054384,0.670778705
NCBI:100128782,0.731400394,0.459817379,0.630843034,0.578154765,0.944322456,0.946265484,0.642686981,0.650224723,0.776051681,0.518863744,0.679615656,0.742202605,0.707425448,0.457372392,0.61416177,0.534541596,0.749933489,0.449525235,0.473368716,0.606452503,0.369471899,0.730616295
NCBI:100129060,0.560029471,0.556411338,0.510279964,0.577938389,0.862044879,0.859138778,0.487970536,0.456451869,0.741610329,0.648543771,0.775284454,0.634430506,0.66515234,0.691146021,0.423237652,0.442848637,0.651821653,0.570569938,0.451872643,0.523291299,0.601680214,0.688609786
NCBI:100129195,0.709765349,0.632307481,0.688841192,0.689311822,0.806365309,0.515768614,0.682192677,0.757215243,0.632027836,0.764038341,0.793811809,0.943823071,0.684919183,0.640047006,0.84498779,0.721103716,0.966142149,0.717718999,0.789245685,0.698540892,0.666444896,0.864637535
NCBI:100129196,0.718057974,0.709002911,0.750090535,0.799019127,0.851096627,0.642604434,0.683242864,0.743010459,0.679767562,0.850802127,0.929056598,0.940018753,0.749025145,0.626394736,0.802802459,0.611431673,0.974844264,0.782461205,0.790522776,0.700983347,0.758911224,0.704365518
NCBI:100129387,0.673017144,0.685162396,0.659698203,0.749078222,0.698015553,0.652285984,0.698302724,0.669004539,0.673069032,0.706004389,0.88815172,0.962596069,0.655522172,0.558821899,0.998922307,0.584764871,0.900996206,0.751210162,0.7813225,0.662873664,0.655716855,0.572731514
NCBI:100129550,0.833434759,0.482062451,0.619376072,0.629439468,0.455377365,0.608775981,0.827400244,0.60103122,0.723345964,0.581797208,0.798065416,0.43966531,0.956992205,0.463573829,0.537536749,0.701538447,0.64269244,0.482275009,0.915133232,0.921128735,0.883886936,0.654786156
NCBI:100129617,0.5427019,0.708978432,0.908857622,0.775449868,0.933765002,0.646607333,0.615168426,0.677249569,0.723734826,0.688746221,0.673534131,0.565996905,0.673090306,0.646355288,0.732405173,0.656536682,0.934953654,0.8214173,0.749092234,0.609000802,0.682847616,0.813682626
NCBI:100129716,0.717917595,0.634192543,0.744784049,0.754319357,0.825238798,0.630519625,0.752517463,0.725568881,0.602733301,0.751568324,0.799692484,0.874391885,0.702758233,0.629690259,0.96514383,0.685983555,0.862590934,0.730060105,0.757135841,0.734388778,0.677681498,0.767133849
NCBI:100129722,0.641949789,0.701379882,0.759207387,0.854386016,0.951207941,0.639938513,0.774098042,0.726137214,0.625070503,0.847313276,0.874628519,0.868974169,0.646959183,0.627453072,0.889037166,0.706693889,0.985859233,0.762343595,0.788044728,0.744047085,0.692631141,0.784383256
NCBI:100129726,0.406505087,0.698724737,0.512307928,0.466330225,0.813911124,0.858196713,0.356856675,0.664486106,0.638335196,0.558483197,0.372230244,0.734922841,0.691719686,0.374826202,0.611217315,0.58414855,0.525063274,0.47098397,0.733736531,0.529684654,0.40563231,0.506678745
NCBI:100129781,0.646810915,0.627389433,0.649590504,0.689627953,0.728280348,0.531494453,0.677015952,0.646408964,0.670652631,0.795826649,0.96382195,0.986600865,0.627826041,0.640290065,0.921992812,0.671033274,0.859143234,0.672703893,0.702622167,0.61238518,0.674887009,0.584153668
NCBI:100129794,0.612278411,0.493220108,0.529765026,0.660388718,0.858887998,0.923713375,0.500844467,0.69350643,0.50134922,0.765331903,0.353224215,0.636440979,0.717964093,0.484173044,0.398661609,0.47721755,0.501476206,0.627217317,0.740431831,0.358498094,0.388618221,0.409597193
NCBI:100129858,0.710119551,0.623608267,0.719595338,0.744796937,0.80319651,0.632114337,0.663942862,0.757976883,0.800851573,0.851958144,0.950754378,0.808471632,0.669374399,0.728855466,0.805327803,0.74972763,0.825528417,0.77667007,0.92678015,0.681413507,0.628025259,0.715799714
NCBI:100129917,0.634585941,0.740033138,0.714447392,0.690871996,0.774904273,0.594256595,0.73322967,0.534691759,0.664841195,0.726114653,0.838206307,0.995576911,0.597009554,0.621358855,0.860076461,0.567049174,0.848162653,0.640229552,0.648823437,0.637168532,0.573233928,0.594009715
NCBI:100129931,0.679890614,0.578778678,0.686339964,0.539091933,0.861786714,0.936219698,0.702186864,0.626978083,0.547940301,0.370004835,0.599281605,0.471507951,0.498541911,0.47423157,0.573965458,0.485531527,0.415037659,0.575940989,0.748038054,0.436455176,0.637104687,0.730001235
NCBI:100129961,0.529262339,0.604377852,0.433682789,0.371082324,0.922599554,0.871469663,0.663789854,0.621566353,0.443083339,0.587249259,0.546763985,0.676650712,0.489851063,0.434462875,0.6832727,0.594023755,0.478634455,0.458017952,0.630167794,0.697383228,0.755717381,0.563565124
NCBI:100130197,0.783770585,0.407114169,0.432869491,0.433033098,0.804420124,0.830264363,0.644252605,0.478133188,0.475698744,0.477296568,0.541180421,0.456990542,0.695581059,0.580284018,0.378407509,0.449160498,0.728606802,0.592414212,0.694914835,0.503172224,0.535926048,0.489894536
NCBI:100130231,0.656102801,0.65724397,0.687410316,0.660263315,0.764897067,0.600853191,0.689292496,0.676931187,0.658152434,0.764043832,0.861065029,0.890641336,0.615356643,0.686961978,0.823463604,0.64331435,0.87153317,0.663304386,0.771245612,0.574446558,0.679056607,0.607446012
NCBI:100130275,0.676967079,0.616858054,0.630608659,0.424018684,0.940086865,0.828054272,0.585046319,0.523643731,0.698064993,0.35701968,0.729473834,0.573730696,0.521594612,0.421842226,0.767895961,0.682869748,0.741617422,0.586031716,0.380655045,0.47393539,0.428416924,0.503225402
NCBI:100130417,0.77540075,0.366029107,0.486956119,0.493957451,0.918134899,0.909392562,0.680986861,0.595772696,0.453651692,0.742377454,0.477113584,0.583284891,0.36416309,0.731184541,0.742947169,0.367339755,0.645452124,0.370133479,0.453405627,0.522477768,0.631419686,0.497328298
NCBI:100130522,0.781885589,0.674560763,0.427175921,0.397091239,0.821181841,0.844299248,0.674673605,0.358939868,0.569037599,0.588599104,0.532703229,0.557373162,0.622169814,0.565942426,0.743548611,0.778582264,0.524400795,0.763981391,0.536787503,0.57431307,0.363531023,0.446035109
NCBI:100130581,0.505602278,0.57920063,0.351151655,0.561325035,0.93081624,0.876381852,0.354277951,0.693181536,0.371183856,0.553099525,0.475678254,0.582260571,0.729511286,0.416607556,0.651089215,0.750072486,0.502131399,0.703904665,0.569323177,0.491998072,0.408380959,0.424590046
NCBI:100130855,0.676816671,0.67399929,0.73378317,0.745651876,0.839259709,0.662139701,0.802865628,0.658552982,0.684935738,0.971306053,0.904593553,0.979463178,0.640006975,0.57846581,0.805653061,0.601680678,0.890972573,0.81094333,0.892778308,0.714679557,0.680619572,0.851724954
NCBI:100131060,0.673743396,0.424609467,0.35060018,0.725885395,0.892576219,0.86265176,0.593019297,0.660209138,0.599873864,0.406466886,0.675314874,0.558608754,0.65236445,0.555144017,0.459432172,0.617149832,0.472465895,0.691734223,0.506659115,0.547292377,0.460470526,0.742665885
NCBI:100131067,0.716173271,0.678123586,0.552083226,0.775060049,0.860968426,0.753829756,0.704057726,0.712835677,0.66348837,0.870869051,0.809403712,0.888983853,0.679340971,0.590784006,0.858980281,0.626819481,0.85113997,0.720876872,0.80298475,0.665260638,0.648957,0.682651243
NCBI:100131089,0.571008201,0.687646444,0.632981767,0.658768005,0.741307518,0.679207013,0.692117027,0.738551332,0.788011322,0.784837504,0.753045633,0.874503837,0.61299286,0.681775752,0.823513504,0.668989879,0.863361915,0.792531813,0.678053214,0.808617102,0.644304378,0.69030033
NCBI:100131107,0.720629602,0.660104373,0.738621286,0.597196612,0.840706702,0.849838942,0.774003211,0.763408165,0.750013779,0.615309105,0.436730604,0.640875204,0.509071466,0.743747726,0.659930976,0.381020869,0.559757299,0.56670925,0.521045997,0.767672871,0.619647169,0.545305377
NCBI:100131208,0.79627914,0.383279653,0.734559237,0.723547737,0.935182738,0.841110897,0.553845687,0.579996788,0.455633181,0.66887138,0.661784054,0.410586388,0.745804257,0.64436489,0.716338995,0.693170059,0.743626858,0.769384898,0.510238307,0.774054426,0.571095173,0.768569355
NCBI:100131564,0.65892333,0.728042399,0.610355776,0.728899581,0.748098237,0.6332595,0.685957367,0.619049929,0.621297416,0.677905138,0.567609066,0.723366504,0.59725838,0.712332255,0.613238693,0.624311412,0.612032473,0.70793759,0.707743987,0.742234593,0.620489506,0.667553197
NCBI:100131655,0.539648521,0.734637238,0.592662309,0.692230139,0.839621203,0.826483682,0.69753862,0.446035857,0.353015486,0.493324054,0.468321887,0.588743399,0.519285326,0.383427334,0.746804139,0.395473171,0.584955218,0.412316183,0.478656899,0.434976179,0.703766546,0.690615957
NCBI:100131691,0.680765552,0.657692345,0.728801656,0.756349217,0.801198768,0.634597516,0.684120718,0.693335794,0.64043346,0.99664922,0.868292803,0.947309405,0.621207023,0.641088471,0.86250793,0.597905516,0.842529012,0.728427814,0.747878167,0.665920765,0.643637954,0.713843087
NCBI:100132147,0.450683284,0.637234253,0.438888157,0.431070599,0.885752301,0.94922253,0.766057334,0.677046181,0.571206704,0.442820714,0.62931968,0.523560144,0.632772886,0.733889549,0.76969627,0.6301041,0.503483313,0.723584092,0.761582662,0.463927579,0.445680842,0.366391473
NCBI:100132618,0.586216907,0.726120692,0.694118498,0.798433684,0.909894854,0.626203883,0.744548995,0.767659654,0.652269885,0.902115273,0.859937972,0.778844577,0.649843683,0.623768134,0.824527357,0.639698629,0.797148831,0.75493524,0.75513727,0.747971827,0.630924901,0.812766272
NCBI:100132774,0.501341547,0.483590964,0.746024938,0.557913988,0.806890774,0.945914892,0.365269152,0.370910667,0.773051506,0.673206782,0.59704786,0.352112812,0.632057265,0.444012045,0.41250927,0.506187725,0.591466596,0.734264043,0.777921521,0.721677803,0.479652664,0.378225101
NCBI:100132891,0.603762848,0.567596555,0.712290447,0.552181133,0.730871985,0.596446553,0.58660076,0.724958536,0.545891088,0.838715655,0.882598641,0.778155409,0.694449671,0.573874858,0.990793162,0.719024158,0.845971763,0.573994988,0.82109094,0.603729047,0.70348135,0.695593124
NCBI:100133123,0.756424231,0.879103883,0.816210645,0.879802291,0.681342339,0.841384127,0.932251602,0.730744573,0.867290212,0.762200487,0.787910199,0.77533563,0.867654234,0.81764683,0.936281028,0.772275397,0.885555705,0.828701114,0.806900366,0.825137498,0.763066912,0.744399967
NCBI:100133161,0.613285739,0.6364022,0.522970817,0.613769667,0.724258337,0.628113622,0.601706514,0.717913365,0.645237373,0.712809099,0.977570246,0.805277261,0.607945106,0.576841799,0.997678234,0.656696344,0.849889096,0.644469571,0.662193807,0.670714049,0.582884998,0.661285249
NCBI:100133311,0.78489178,0.468494668,0.478923398,0.507533641,0.887757099,0.82512307,0.714470029,0.45171875,0.396763601,0.697063522,0.590882121,0.637155865,0.557519733,0.693232005,0.639166166,0.353483466,0.409679308,0.662580998,0.733075768,0.440057785,0.448624675,0.761906326
NCBI:100133545,0.69177861,0.707493707,0.706981509,0.746321765,0.847945409,0.614415703,0.67780982,0.698447475,0.673718577,0.90246835,0.955807924,0.909100277,0.655206665,0.646478216,0.968357628,0.642877689,0.791986461,0.689330578,0.721367145,0.721388903,0.683832265,0.727072909
NCBI:100133612,0.611688653,0.725697182,0.710665192,0.762537147,0.829609403,0.609759484,0.738983209,0.764722959,0.741071135,0.90548727,0.991559549,0.981546241,0.686553173,0.703037761,0.855207003,0.647269822,0.833796906,0.752572175,0.769036546,0.738946816,0.647237932,0.821310973
NCBI:100133991,0.694709748,0.696219295,0.74567201,0.763800662,0.802547094,0.739581587,0.73130532,0.747774114,0.688565386,0.868564716,0.832203844,0.815659602,0.654573677,0.678934266,0.999699982,0.58953924,0.903733273,0.909262388,0.926139083,0.747033297,0.721146633,0.715831938
NCBI:100134015,0.735514296,0.679220597,0.736670377,0.720818973,0.828339475,0.667600179,0.70455024,0.674762793,0.676671835,0.978883339,0.792154422,0.889717474,0.72437779,0.662225681,0.916507517,0.687858771,0.790750218,0.672084277,0.764869535,0.719721437,0.695815929,0.770541496
NCBI:100188954,0.570784674,0.663850956,0.745080934,0.710124625,0.844007924,0.704405133,0.654469071,0.70906655,0.668544088,0.858528867,0.800409611,0.795203459,0.601754034,0.594617336,0.808755063,0.677102368,0.868275594,0.765209285,0.704403909,0.674410541,0.698220978,0.682215548
NCBI:100190939,0.682113695,0.673627654,0.698023171,0.795984207,0.915384156,0.646714766,0.671676631,0.811972695,0.72229211,0.842056371,0.808865419,0.794988394,0.737651765,0.67967599,0.785451117,0.716565507,0.858718227,0.81465296,0.843344577,0.738397206,0.729109289,0.76235747
NCBI:100216546,0.600540497,0.640464296,0.648849126,0.671470708,0.732821646,0.560914495,0.610542444,0.658132138,0.617935773,0.890355895,0.787752619,0.857455211,0.642681828,0.672598558,0.790241047,0.722409705,0.915387486,0.667337655,0.642023332,0.58486122,0.719342863,0.629456589
NCBI:100272228,0.625366875,0.572782385,0.577979944,0.673436006,0.714808449,0.609119469,0.652005561,0.684450856,0.62951651,0.965787377,0.902380879,0.760749075,0.616668659,0.719955162,0.955431145,0.645751245,0.781445183,0.690520139,0.821253947,0.656191156,0.595957432,0.671396542
NCBI:100286844,0.669337263,0.679599901,0.776273062,0.821722239,0.822280419,0.641206468,0.588285543,0.681657054,0.57717796,0.851100688,0.992370601,0.935904276,0.67078728,0.610337344,0.891403679,0.656925488,0.950925503,0.748848004,0.722671854,0.635631579,0.581780965,0.673101931
NCBI:100287042,0.68040487,0.448399319,0.438385092,0.450517671,0.827954775,0.84537099,0.529599303,0.357076248,0.459907534,0.505463216,0.779012198,0.569633586,0.686625896,0.59874052,0.350848359,0.374221491,0.622791267,0.711362773,0.634035145,0.355951333,0.596020419,0.402057931
NCBI:100287177,0.659150967,0.714543779,0.535548307,0.642513867,0.901502116,0.938454068,0.701744522,0.401910555,0.571741163,0.448241587,0.694284363,0.725459112,0.396531252,0.513423655,0.467609437,0.381841035,0.771766872,0.744258225,0.543083677,0.407443783,0.494545066,0.396270162
NCBI:100287569,0.784295771,0.430448841,0.473327744,0.698303093,0.932679268,0.840217736,0.542909657,0.409950206,0.421620479,0.735200434,0.558577008,0.467330094,0.684547734,0.729182367,0.49220289,0.771169591,0.657217701,0.45549159,0.431745174,0.577962063,0.493455224,0.652057984
NCBI:100287616,0.723098694,0.628424459,0.483841642,0.529865151,0.803306405,0.814687694,0.482263622,0.742074678,0.557666141,0.434184476,0.603148369,0.634419557,0.671143835,0.40717144,0.587797939,0.518455744,0.697316283,0.445041814,0.598731808,0.535381948,0.713364557,0.387388034
NCBI:100287722,0.534771745,0.747320645,0.58072768,0.428203168,0.894576793,0.876264042,0.482482686,0.665948758,0.649028441,0.505448201,0.512794801,0.729320288,0.653277878,0.536129409,0.630542001,0.400413532,0.625603594,0.722230083,0.503140019,0.461669174,0.466904462,0.414092393
NCBI:100287765,0.629716706,0.649987303,0.569509529,0.718209692,0.741767127,0.593497788,0.650781554,0.624745923,0.648030423,0.738282518,0.761464074,0.776333444,0.643135036,0.63472532,0.905452415,0.631412785,0.915311854,0.573159259,0.625194526,0.734302279,0.604836954,0.601698637
NCBI:100288122,0.430638163,0.623803207,0.703081956,0.379705762,0.937483759,0.831692465,0.50099047,0.356216282,0.446800658,0.678927456,0.692035982,0.679826092,0.467367915,0.361539155,0.716938285,0.603624158,0.779397803,0.415852099,0.615849571,0.354041607,0.763737979,0.392017865
NCBI:100288428,0.752538792,0.638660975,0.405531459,0.456135614,0.937736828,0.858136831,0.705366189,0.457186678,0.440571335,0.496957978,0.620710554,0.355226231,0.629552082,0.575507075,0.565291211,0.681754413,0.528821183,0.703948437,0.421350576,0.616644953,0.472847876,0.385374121
NCBI:100288798,0.840780629,0.427774179,0.661129865,0.73990211,0.584026991,0.638086891,0.981078099,0.689558901,0.907926887,0.530283555,0.43717508,0.692537351,0.981414409,0.699752352,0.662253915,0.793718541,0.551068302,0.777707024,0.846494087,0.794880676,0.803415834,0.619574519
NCBI:100289019,0.693351749,0.61306994,0.625394618,0.61793162,0.734877162,0.621127191,0.656846826,0.590583223,0.618627062,0.716785674,0.789243663,0.90501677,0.657562279,0.644763045,0.990637805,0.713336015,0.841510903,0.667090713,0.750989224,0.69908172,0.64875891,0.586000908
NCBI:100289098,0.808063339,0.902790241,0.965244734,0.843299555,0.810550009,0.69495475,0.868466172,0.842025441,0.746446019,0.813914789,0.993798053,0.866708695,0.73957737,0.628549853,0.869816897,0.77258398,0.886132464,0.758511504,0.748581569,0.798983028,0.708549246,0.8229808
NCBI:100289178,0.632579474,0.676567776,0.76860292,0.811257483,0.881419725,0.629562418,0.712276518,0.691547565,0.66185224,0.910174904,0.968683288,0.95733836,0.690276332,0.686383723,0.841485829,0.623434584,0.833801308,0.650444632,0.758884175,0.699131239,0.668781281,0.774502172
NCBI:100289211,0.722461358,0.678123608,0.760032101,0.675580708,0.7147272,0.657135074,0.671004971,0.756413575,0.626272752,0.697574497,0.713588902,0.622701708,0.662013581,0.5642583,0.748940198,0.649448969,0.686873999,0.660736435,0.725387808,0.764799803,0.640618018,0.719867327
NCBI:100289509,0.634459626,0.417422766,0.404365272,0.489676019,0.83090026,0.87400869,0.376760647,0.416089649,0.613996756,0.481283264,0.415399999,0.626508828,0.488890126,0.551700946,0.553263427,0.442664098,0.534779966,0.515846583,0.431300309,0.479419436,0.442773997,0.575949181
NCBI:100292680,0.677875771,0.676536474,0.744708012,0.737709795,0.777014895,0.638752883,0.765292996,0.672281458,0.651054843,0.774681227,0.829159658,0.857129575,0.655573621,0.672630353,0.868457953,0.678580128,0.893020186,0.674338901,0.800929193,0.815277875,0.579084353,0.653915175
NCBI:100294145,0.951482114,0.476964137,0.710017898,0.751677389,0.770260731,0.636578223,0.973649195,0.579239028,0.996449045,0.744485589,0.523253387,0.647684693,0.744602927,0.674484277,0.597940684,0.752116455,0.645616825,0.703311594,0.87387334,0.792687322,0.95674703,0.548132417
NCBI:100302692,0.612849981,0.654979162,0.756984285,0.696647803,0.838769207,0.712125497,0.722764156,0.74250464,0.73973047,0.746322838,0.897332387,0.806563063,0.722836092,0.687778761,0.82812618,0.696592721,0.883544627,0.755474541,0.770973664,0.657373902,0.669829793,0.876586551
NCBI:100302740,0.550694921,0.408318327,0.601906282,0.614011038,0.862241787,0.881029203,0.52253054,0.452140457,0.370736432,0.363047063,0.773211288,0.650469824,0.496912778,0.587761459,0.650536574,0.506273681,0.447103057,0.735902706,0.45371119,0.416061292,0.657592282,0.447898068
NCBI:100303491,0.829468222,0.438866303,0.621079213,0.645865757,0.721740075,0.61214612,0.932909417,0.619497304,0.844592367,0.53420523,0.469418639,0.699458563,0.922003677,0.775704265,0.733789249,0.421577319,0.640182442,0.547671933,0.717302386,0.898390176,0.796025722,0.636070383
NCBI:100303728,0.423110669,0.674781898,0.747172027,0.424841601,0.823718016,0.928437064,0.770097075,0.491687551,0.641932682,0.379925521,0.585956345,0.74418926,0.686738626,0.384657747,0.775576589,0.749202264,0.625668385,0.56574726,0.553728762,0.63105107,0.491362767,0.71509231
NCBI:100306951,0.881544762,0.622503883,0.875308837,0.819848571,0.697671822,0.790192436,0.804327013,0.810407241,0.821547095,0.906875389,0.817055513,0.847545609,0.777403488,0.819684861,0.814702031,0.685038971,0.903417725,0.800625411,0.721904763,0.959915827,0.769052889,0.997939439
NCBI:100316868,0.793202574,0.430216569,0.361152435,0.724301581,0.812606308,0.839898797,0.374743345,0.574289654,0.608541344,0.689184301,0.434308102,0.504317349,0.442949771,0.758847151,0.564810744,0.678395122,0.626484182,0.776328607,0.380352744,0.665633179,0.627575758,0.37594918
NCBI:100379345,0.820598545,0.921986945,0.764169031,0.814324771,0.621787103,0.762046398,0.796666236,0.944091451,0.762207706,0.955207758,0.756692691,0.963944671,0.803779826,0.776655503,0.86219062,0.789603387,0.899356451,0.764635454,0.712911116,0.865448431,0.807561412,0.845995144
NCBI:100379571,0.823028766,0.509952142,0.830693546,0.931824344,0.741978565,0.639099944,0.886153364,0.953201458,0.707082362,0.889343569,0.795955708,0.794866673,0.747293953,0.815071605,0.885110789,0.689863501,0.877141743,0.797321007,0.951737334,0.894176992,0.735351369,0.906922544
NCBI:100499177,0.752644344,0.749092353,0.718625307,0.562398843,0.839240189,0.869852476,0.369814104,0.451164134,0.626729167,0.57071363,0.494269442,0.485301713,0.39612313,0.386985702,0.613654653,0.364850949,0.741897957,0.516924619,0.36096869,0.720228803,0.426952147,0.427492291
NCBI:100499183,0.547779973,0.500775093,0.629991225,0.489832565,0.933657434,0.922269466,0.365844959,0.402899458,0.771187001,0.443929129,0.448011969,0.362904621,0.561844228,0.60634161,0.406349402,0.699107683,0.398589089,0.757406743,0.616208229,0.699001945,0.590065771,0.367291804
NCBI:100499227,0.546223305,0.39007763,0.736227672,0.364371162,0.824518642,0.873255301,0.402230667,0.652302046,0.48258418,0.586114162,0.464079608,0.402853416,0.589830888,0.62996778,0.391187315,0.567002698,0.487234161,0.673294517,0.48908375,0.667434557,0.446031795,0.440638274
NCBI:100505538,0.796297386,0.417390765,0.728023224,0.409164958,0.93482429,0.86505324,0.367884866,0.632836664,0.561555953,0.498747394,0.402523167,0.667531478,0.513691872,0.400674638,0.735237965,0.694221259,0.380568119,0.460245079,0.663580999,0.771260922,0.389341567,0.772963624
NCBI:100505624,0.853209305,0.775436518,0.827564582,0.819249885,0.79410109,0.702493563,0.899851305,0.844540736,0.83229487,0.907940182,0.846191142,0.709266616,0.715941343,0.695883152,0.999375787,0.733038734,0.975428327,0.876295961,0.927315563,0.955765971,0.663639476,0.875173775
NCBI:100505641,0.856662214,0.739547946,0.636946308,0.50892013,0.456282153,0.52847264,0.912093201,0.409593832,0.867645283,0.632643284,0.714977527,0.79979487,0.900034195,0.428622485,0.637695612,0.600262345,0.740183405,0.690099165,0.838184399,0.857868633,0.920538235,0.728804293
NCBI:100505648,0.740075326,0.790613754,0.765381406,0.662285595,0.854691175,0.609678921,0.75696278,0.816597268,0.768482934,0.902700353,0.868095404,0.853435884,0.588913984,0.646266721,0.981741137,0.799240236,0.853133221,0.843721547,0.905581193,0.813857358,0.66610646,0.860412047
NCBI:100505678,0.593443701,0.653777377,0.603775326,0.704148169,0.656525135,0.627536212,0.550906225,0.566462162,0.607227198,0.92174258,0.936655412,0.929846384,0.605074812,0.559356078,0.99343395,0.629760828,0.914533825,0.656178271,0.688802153,0.691067253,0.628585922,0.653930368
NCBI:100505681,0.801045388,0.858264278,0.832847459,0.855033676,0.745839138,0.715563778,0.877074223,0.813486028,0.879906302,0.885577694,0.806780149,0.772242341,0.734704016,0.647345236,0.881179697,0.740777809,0.789725837,0.80562904,0.760922648,0.87336051,0.780536894,0.881606791
NCBI:100505696,0.568357761,0.682171602,0.646787463,0.606897612,0.637894185,0.560074886,0.664626071,0.620503825,0.64026067,0.881520914,0.90669324,0.801210171,0.609834228,0.579170588,0.807414872,0.58231595,0.845408851,0.6575515,0.643108903,0.703295847,0.683439199,0.671714955
NCBI:100505746,0.521907987,0.470104188,0.516439171,0.49416041,0.917873558,0.810869132,0.371183896,0.380932636,0.382977776,0.630889116,0.615106454,0.758997696,0.533901872,0.688445589,0.397314184,0.60180219,0.658249285,0.772974659,0.706789968,0.501809406,0.50154508,0.542411368
